Product ID,SKU,Name,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Warranty (months),Stock (units),Trending,Category_Books,Category_Electronics,Category_Fashion,Category_Home & Kitchen,Category_Sports,Color_Black,Color_Blue,Color_Gray,Color_Green,Color_Red,Color_White,Color_Yellow
P149593,SKU-15682,Agent Sports,0.7340304529310142,0.7886649228086372,12%,However mouth brother brother beat fill oil system school training detail imagine produce by sense measure remember floor represent.,0.9157894736842105,10x10x64,Foster-Anderson,10,0.496,0,False,False,True,False,False,False,False,False,True,False,False,False
P161236,SKU-73107,Tax Fashion,0.14704430590280387,0.20640611376109147,33%,Show make upon figure assume once affect moment back tell would mean everyone force but large bag support.,0.7684210526315789,35x71x73,"Sullivan, Lewis and Taylor",14,0.12,1,True,False,False,False,False,False,False,False,False,False,False,True
P87477,SKU-15817,Course Fashion,0.6941991351281749,0.9436887726316869,30%,Carry again ball heart girl entire bar board loss Congress I key.,0.6000000000000001,68x24x31,Rosales-Morgan,24,0.668,1,True,False,False,False,False,True,False,False,False,False,False,False
P744860,SKU-25898,Maybe Home,0.4312126447265353,0.47683746217366774,15%,Scene part throw skin blood many collection positive eight amount friend carry themselves the grow later.,0.7894736842105263,78x77x85,Fields Inc,16,0.21,1,False,False,False,True,False,True,False,False,False,False,False,False
P446244,SKU-86185,Suggest Sports,0.2456997843185647,0.3261578704416064,29%,However people we likely anyone director again peace almost rate music window show as become place son though.,0.07368421052631577,52x41x68,"Goodwin, Jensen and Clay",17,0.864,1,False,False,False,False,True,True,False,False,False,False,False,False
P443017,SKU-64296,Finally Sports,0.8142296095200284,0.9537005693183567,19%,Detail yes minute blue usually agency executive stay never activity project develop save piece feeling father occur minute.,0.14736842105263157,88x13x27,Stanton LLC,8,0.13,0,False,False,False,True,False,False,False,True,False,False,False,False
P849732,SKU-95171,Pass Sports,0.5214018220252595,0.5384418115607529,9%,Range thousand newspaper rather others sense quickly accept country draw activity you return stage.,0.11578947368421053,17x19x41,"Porter, Green and Hernandez",17,0.918,1,True,False,False,False,False,False,False,False,False,False,False,True
P479679,SKU-10227,Poor Home,0.3918588305988648,0.49368620813458475,25%,Reflect mission finish read professional suffer staff author tough defense themselves foot girl if tough little amount short hear.,0.031578947368421054,26x52x53,Schmitt-Jackson,14,0.14,1,False,True,False,False,False,False,False,False,False,False,True,False
P217054,SKU-2569,Ground Fashion,0.15656755335701183,0.23559521977740164,37%,May power true full set approach anything establish will teach fall learn including recently item represent whatever control control.,0.9684210526315788,83x54x26,"Oneal, Meyer and Gardner",10,0.264,1,False,False,False,True,False,False,False,False,False,True,False,False
P718537,SKU-1571,Pick Home,0.09445451911624266,0.10749858952659382,21%,Trial bill him start floor Congress region team conference every class sell.,0.3157894736842105,53x24x46,Caldwell PLC,17,0.378,1,False,False,True,False,False,False,False,False,False,False,True,False
P560993,SKU-93450,Political Home,0.11946712735935104,0.15121300712930194,27%,Health leg increase final similar ball have much Mr treat off method account seven career what with good huge reach.,0.16842105263157894,54x63x50,"Ward, Ramos and Moyer",9,0.93,1,False,True,False,False,False,True,False,False,False,False,False,False
P640120,SKU-95936,Have Home,0.31714828366937436,0.3485510591373031,15%,Future charge idea firm study whose about measure box travel region professor recent live no operation respond thing pattern.,0.28421052631578947,65x38x69,Campbell Ltd,20,0.792,1,True,False,False,False,False,False,True,False,False,False,False,False
P749700,SKU-73478,Cup Electronics,0.342541821810651,0.6203621069908191,47%,Build lead consider toward tell significant owner small hear food none thank collection draw strategy.,0.031578947368421054,63x60x53,Jones LLC,15,0.918,1,True,False,False,False,False,True,False,False,False,False,False,False
P539804,SKU-52628,Tough Fashion,0.3225564151813977,0.5730163614915115,46%,Yet consider in crime forward believe able message poor people wish yet yeah continue course wife.,0.04210526315789474,65x36x84,Rogers-Choi,12,0.134,1,False,False,False,False,True,False,False,False,False,False,True,False
P662009,SKU-25885,Yeah Home,0.21662571223160543,0.20799610196440477,5%,Its trip group every help mission poor religious Congress feel personal however chance.,0.05263157894736842,10x13x35,Mack Group,13,0.316,1,False,True,False,False,False,False,False,False,True,False,False,False
P139975,SKU-22813,Deep Electronics,0.06832058201796273,0.061512027491408924,8%,Same share certain ahead might spring week usually for hand certainly believe organization thank design major pass.,0.34736842105263155,75x60x12,"Salazar, Nicholson and Miller",12,0.138,0,False,False,False,True,False,True,False,False,False,False,False,False
P905584,SKU-16270,Small Electronics,0.26120524073696527,0.44689952300353897,44%,Real leave city agreement product pick avoid walk fire.,0.19999999999999996,43x58x63,Clark-Velasquez,21,0.634,1,False,False,False,False,True,False,False,False,False,False,True,False
P871484,SKU-73510,Character Sports,0.0599454894680931,0.11325332102374723,48%,Wear all reach later feel administration necessary notice citizen general lawyer gas half.,0.6736842105263159,71x70x52,"Watts, Dennis and Price",7,0.762,1,True,False,False,False,False,False,False,False,False,False,True,False
P296230,SKU-84126,Myself Home,0.35238698185486034,0.4916705134123198,32%,Upon cut instead him happy something brother make generation.,0.9157894736842105,44x79x41,Duncan-Graham,21,0.11,1,True,False,False,False,False,False,False,False,False,True,False,False
P63523,SKU-49995,Box Home,0.2334402798493449,0.2719187567318049,20%,Someone event current keep president each process data central much social easy pretty.,0.021052631578947364,29x100x39,Hudson and Sons,10,0.422,0,True,False,False,False,False,False,False,False,False,True,False,False
P926732,SKU-2916,Employee Electronics,0.6123099374416534,0.7063548238190491,18%,Suddenly foreign society its leader sea meet deal official shoulder.,0.47368421052631576,95x37x24,Wheeler-Huerta,23,0.8320000000000001,0,False,False,True,False,False,False,True,False,False,False,False,False
P49285,SKU-21659,You Home,0.7635230113849754,0.8018925988613633,10%,Student college might receive gas fire simple note already citizen ahead listen organization writer indicate factor section store.,0.1894736842105263,33x72x57,Williams Ltd,20,0.302,0,False,False,False,True,False,True,False,False,False,False,False,False
P24096,SKU-84612,Million Sports,0.026879701265116476,0.01893624660204134,9%,Recent sure black represent ago nor add recognize analysis company Democrat likely our business future charge always dinner final evening.,0.010526315789473675,88x30x86,"Potts, Wilson and Foster",14,0.9580000000000001,0,False,True,False,False,False,False,False,False,False,False,True,False
P502888,SKU-68876,Material Home,0.46155827154400014,0.5374724316561522,19%,Feeling soldier smile door should miss morning side gun fill.,0.1894736842105263,78x47x42,Powers PLC,8,0.9460000000000001,0,True,False,False,False,False,False,False,False,True,False,False,False
P690814,SKU-35472,System Home,0.022571437768931148,0.015781915166435862,12%,Score nice expert course report sign hope most well raise.,0.3578947368421052,61x22x44,Cooper-Buckley,15,0.128,1,False,False,True,False,False,False,False,True,False,False,False,False
P728982,SKU-1526,Approach Electronics,0.35885742491388845,0.561188900856542,39%,Her now tax she management even eat position these wide into picture white threat set call professional.,0.5157894736842106,82x41x38,Romero Ltd,6,0.28,1,False,False,False,False,True,False,False,False,False,True,False,False
P918102,SKU-80488,Raise Books,0.7273400362688186,0.8621121198133045,20%,Reduce together cause message give investment behind treatment knowledge their either.,0.9789473684210528,49x73x73,"Miller, Scott and Case",7,0.746,1,True,False,False,False,False,False,False,False,False,False,True,False
P173323,SKU-11800,Soon Sports,0.5202536671209211,0.9788069959480944,49%,Successful senior near image over arrive today drug believe thus hair ahead fire yourself option reduce loss man government scene.,0.431578947368421,67x28x32,Coffey Ltd,11,0.754,1,False,False,False,False,True,False,True,False,False,False,False,False
P680889,SKU-31029,Their Home,0.46234695738950354,0.5384007796071191,19%,Step although truth drop analysis for wife any miss organization type relationship pattern catch tree where set.,0.39999999999999997,29x92x87,Perry-Frank,19,0.746,0,False,False,True,False,False,False,False,True,False,False,False,False
P241004,SKU-28025,My Fashion,0.3461526080285,0.4293634918192542,24%,Rule describe join of office stay situation day race today partner mention lay TV piece believe loss generation.,0.3052631578947368,21x47x26,Smith LLC,17,0.9420000000000001,1,False,False,False,True,False,True,False,False,False,False,False,False
P453780,SKU-70885,Bag Books,0.5527882995503955,0.9623018925988613,45%,Relate south hospital rich sure information person sometimes civil ago plan again that picture word visit player become than number explain.,0.6210526315789473,76x41x40,"Simpson, Green and Miranda",19,0.724,0,False,False,True,False,False,True,False,False,False,False,False,False
P537294,SKU-88642,Service Fashion,0.7630025860311398,0.9165051033492332,21%,Push partner traditional brother official say up say spend hair likely candidate assume force month strategy stock yes.,0.29473684210526313,34x16x96,"Carter, West and Lawson",24,0.052000000000000005,0,False,True,False,False,False,True,False,False,False,False,False,False
P454684,SKU-26121,Set Home,0.5052364447973561,0.9506642047494486,49%,Owner foot but hot behind may also else American piece father bring never think.,0.7473684210526315,46x46x100,Burton-Anderson,13,0.216,0,False,False,False,True,False,False,False,False,False,False,False,True
P729658,SKU-87136,Middle Books,0.5123346174068869,0.8297635533671847,41%,Young memory carry early travel win wrong half writer team.,0.7052631578947368,29x35x98,Miller-Davis,11,0.9380000000000001,1,False,False,False,True,False,False,False,False,False,False,True,False
P663336,SKU-72626,Deep Sports,0.12189756741386158,0.1346207108785967,18%,Case claim American movie approach suddenly language exactly his something beat building southern rather court throw one last effort board.,0.2526315789473684,45x28x92,"Smith, Bishop and Patterson",8,0.23,1,False,False,True,False,False,False,False,True,False,False,False,False
P222909,SKU-20856,Back Electronics,0.33748779414762914,0.41846437913525153,24%,Drug its middle politics who dark find official likely rich if town site.,0.7578947368421052,11x24x68,Davis-Mills,18,0.58,0,False,True,False,False,False,False,False,False,False,True,False,False
P17416,SKU-48721,Old Books,0.12405974697670426,0.1597630404677643,28%,Pass herself economic share wonder plan travel so anything occur peace prove up relate mention.,0.3368421052631579,67x63x33,"Ray, Cross and Valentine",12,0.8260000000000001,0,False,True,False,False,False,True,False,False,False,False,False,False
P258167,SKU-44965,Real Sports,0.4689568959041988,0.6177001589988202,28%,Three record else own grow leg successful health race they cell difference forget center we.,0.010526315789473675,49x32x82,Murphy-Drake,10,0.38,1,False,False,False,True,False,False,False,False,False,False,True,False
P857915,SKU-72363,While Home,0.09099932398356102,0.08881879263476432,11%,Since tell lot trial either none artist word around to public.,0.28421052631578947,63x73x83,"Owens, Spence and Bennett",15,0.214,1,False,True,False,False,False,False,False,False,True,False,False,False
P173804,SKU-25163,Event Fashion,0.6593628276801907,0.8346617428322305,25%,Force imagine be four shake evidence production nearly cover Democrat rise lawyer garden represent yard.,0.1263157894736842,19x95x27,Roberts-Randall,10,0.376,1,False,False,False,True,False,False,False,False,False,False,False,True
P801538,SKU-53556,American Fashion,0.02724990074361809,0.054695594193978556,49%,Month those current together as outside my home old energy career win generation nature protect manager red past down.,0.3052631578947368,53x50x67,"Brown, Parks and Tate",18,0.89,0,False,False,False,True,False,False,False,True,False,False,False,False
P932324,SKU-50905,Over Home,0.5383773459379998,0.6532851207878135,22%,National cell city coach current young statement never bring.,0.10526315789473684,97x59x45,Brown Group,20,0.41200000000000003,0,False,False,False,False,True,False,False,False,False,True,False,False
P139969,SKU-94938,Sit Sports,0.6976275042116898,0.6996563573883161,6%,Hundred speak person campaign relate mouth public through up want through wife despite about.,0.4421052631578947,41x48x47,"Shaw, Nelson and Reed",11,0.766,0,False,False,False,False,True,False,False,False,True,False,False,False
P493416,SKU-70052,Blood Home,0.020779457684590046,0.03646714879212187,44%,Provide wait director onto early key already reduce address.,0.07368421052631577,96x22x38,Morgan-Wilson,22,0.708,0,False,True,False,False,False,False,False,True,False,False,False,False
P874189,SKU-50407,Off Home,0.4281222838625219,0.8227522182899932,50%,Young threat close chair painting rich assume gun magazine discussion.,0.3052631578947368,17x34x93,Smith LLC,15,0.758,1,True,False,False,False,False,False,True,False,False,False,False,False
P12545,SKU-6582,Daughter Sports,0.7525296964364278,0.9157511412012105,22%,Region part real another hair town green turn poor available audience turn believe start hope soldier push there form important.,0.08421052631578949,91x71x99,Trujillo Group,14,0.736,1,False,True,False,False,False,False,True,False,False,False,False,False
P821071,SKU-78628,Become Sports,0.5031332825426803,0.586536390213879,19%,Official environmental production again bad whole couple win street run citizen usually your create whole.,0.19999999999999996,73x17x73,"Shaffer, Reid and Lucero",13,0.874,0,False,False,True,False,False,False,True,False,False,False,False,False
P972969,SKU-42357,Though Sports,0.4881750775272821,0.6623275375698825,30%,Truth task after set share experience now drop tonight thus.,0.17894736842105263,94x61x75,Andrade Ltd,8,0.62,0,True,False,False,False,False,False,False,False,False,True,False,False
P704363,SKU-52332,Growth Electronics,0.5849473672915348,0.6497358567984818,15%,Whole cultural soldier guy brother nothing show information as main data with song force customer reduce management.,0.431578947368421,83x76x50,Campbell Inc,12,0.8200000000000001,1,False,False,False,False,True,False,True,False,False,False,False,False
P77914,SKU-8949,Anything Home,0.20666251757106224,0.21305329024978203,11%,Out ago job parent power product society protect about sound they rest.,0.9368421052631579,49x74x74,Rodriguez Ltd,14,0.754,1,False,True,False,False,False,True,False,False,False,False,False,False
P287464,SKU-81104,Call Electronics,0.6850299915229685,0.833020464686875,22%,Use art allow film song his easy probably fight thank century industry their from away development price grow.,0.6000000000000001,59x100x88,Parker and Sons,20,0.6880000000000001,0,True,False,False,False,False,False,False,False,False,True,False,False
P194770,SKU-83513,Community Electronics,0.5629124505059394,0.6327024670462121,16%,List professor able day and oil tell huge plan.,0.19999999999999996,86x18x53,"Prince, Carlson and Owens",16,0.532,0,False,False,False,False,True,False,False,True,False,False,False,False
P786599,SKU-64281,Order Fashion,0.06045518440226198,0.08126378417192388,32%,See case nearly second itself full author quality hour guy pass could beautiful.,0.736842105263158,31x14x72,Collins-Bell,18,0.14400000000000002,1,False,False,False,True,False,False,False,False,True,False,False,False
P487233,SKU-89446,Art Electronics,0.7834815919650618,0.8137662204441708,9%,Song wide think his simple approach drop us whose usually military live director military gas.,0.3157894736842105,54x84x26,Howard LLC,24,0.586,0,False,False,False,True,False,False,False,False,False,True,False,False
P156011,SKU-45658,Individual Fashion,0.39778738746472375,0.3947222649638406,6%,Wife tough remain large by say court determine industry enter enough car difference opportunity try bar interest.,0.5263157894736843,85x98x15,Johnson LLC,7,0.768,1,False,False,False,True,False,False,False,True,False,False,False,False
P24932,SKU-15137,Under Home,0.03417638663848144,0.05784479663537981,43%,Page at send color green system news build itself form begin citizen reach garden even drug huge bed from agent.,0.23157894736842105,70x33x40,Johnson Ltd,11,0.728,0,False,False,True,False,False,False,True,False,False,False,False,False
P907393,SKU-83583,Recent Electronics,0.7070917343577309,0.7593988818792634,12%,Help character today heart girl pressure pattern decision all ago worker within wife.,0.9789473684210528,94x16x85,"Moore, Garcia and Ball",6,0.6880000000000001,0,True,False,False,False,False,False,False,False,False,False,False,True
P546660,SKU-15425,May Home,0.6826156470979581,0.7595835256706159,15%,Door understand business finally stock assume task city of fact reason out.,0.3368421052631579,36x38x66,Harper and Sons,9,0.18,1,False,False,True,False,False,False,False,False,False,False,False,True
P404539,SKU-15737,Hour Books,0.6529674975588297,0.753751859260399,18%,Each whatever simple hit health process mind main real history ability employee section visit thousand.,0.894736842105263,20x61x10,Armstrong-Powers,12,0.542,1,False,True,False,False,False,False,False,False,False,True,False,False
P525371,SKU-58130,Road Sports,0.2054177888897235,0.3516592296250705,44%,Country course notice pattern ok door option city nature wall education.,0.4947368421052632,17x52x88,Barron Ltd,17,0.262,1,False,False,False,True,False,True,False,False,False,False,False,False
P881554,SKU-49658,Land Books,0.702595688517378,0.9279119864594553,28%,Deep push training go my maybe data no successful meeting.,0.21052631578947367,53x58x29,Campbell PLC,19,0.852,1,False,False,True,False,False,False,False,False,False,True,False,False
P291033,SKU-66240,Administration Books,0.1492547723541468,0.15972713750833464,15%,Quality play response couple low fill off run sometimes city social prove successful natural.,0.3894736842105263,67x81x26,Barry PLC,15,0.9,1,False,False,False,True,False,False,False,False,True,False,False,False
P631347,SKU-96671,Tv Fashion,0.2861588316719067,0.4804534030876545,43%,American kid least factor decision if purpose summer dark actually American my rest.,0.4947368421052632,81x25x60,Guerrero-Hensley,15,0.966,0,False,False,False,False,True,False,False,True,False,False,False,False
P896431,SKU-77077,Remain Books,0.7365842928116919,0.7559060368261783,8%,Resource conference some bar himself good eye tonight ground call seat agent become weight gun.,0.2631578947368421,33x23x51,Martinez Ltd,19,0.71,1,False,False,False,True,False,False,True,False,False,False,False,False
P790276,SKU-63159,Soon Books,0.059924028628759674,0.05926039903574909,15%,Five machine rather particular director claim agent feel question.,0.6421052631578947,67x38x53,Gregory LLC,20,0.872,1,True,False,False,False,False,False,False,False,False,False,True,False
P102391,SKU-91502,Evidence Sports,0.5972390630197548,0.6181104785351592,9%,Accept everything order performance ok amount tough president third member.,0.8736842105263158,24x19x85,"Nash, Russell and Johnston",13,0.41000000000000003,0,False,False,True,False,False,True,False,False,False,False,False,False
P244803,SKU-24228,Information Electronics,0.2839859216893973,0.3721034005231574,28%,Maintain cold describe imagine risk success a table them conference four edge.,0.3684210526315789,12x26x80,Cross-Douglas,11,0.14400000000000002,1,False,False,False,False,True,False,False,False,True,False,False,False
P917593,SKU-97663,Even Electronics,0.2941798203727748,0.5128070985279786,45%,Do pick when set hit mouth hundred newspaper which himself kitchen family too store.,0.6947368421052631,63x89x94,Johnston Ltd,10,0.248,0,False,False,False,True,False,True,False,False,False,False,False,False
P918259,SKU-28080,Himself Home,0.2913469895807625,0.4717033389752269,41%,When eight south life father strong serious six skin central special race wall morning scene any.,0.34736842105263155,29x14x20,Perez-Potter,9,0.128,1,False,False,True,False,False,False,False,False,False,False,True,False
P914753,SKU-7269,Worker Fashion,0.5987413217730947,0.9371287890444683,39%,Standard box all be cold particular middle include room movement less.,0.7052631578947368,65x56x74,"Boone, Green and Medina",9,0.028,1,False,True,False,False,False,True,False,False,False,False,False,False
P332902,SKU-60151,Reduce Fashion,0.308928782204672,0.44440683182028007,34%,Catch town single nation management collection name surface color painting.,0.736842105263158,17x81x47,Hall PLC,15,0.55,1,False,True,False,False,False,False,False,True,False,False,False,False
P487815,SKU-95358,Establish Books,0.42239223976049706,0.8118018156639483,50%,Style remain thousand southern among movie far letter already.,0.8631578947368419,88x35x70,Reyes-Wells,8,0.45,0,True,False,False,False,False,True,False,False,False,False,False,False
P939695,SKU-59446,Hit Home,0.2957250008047815,0.45438272554752007,38%,Go somebody plan charge whether my fund Congress sort measure much tax else popular.,0.7684210526315789,43x82x58,Young-Ponce,20,0.138,0,True,False,False,False,False,False,False,False,True,False,False,False
P787326,SKU-19883,Relate Sports,0.3742555771356218,0.4992511668461814,29%,Center particular central arm on officer design green table assume wrong property part remain Republican now certainly past act.,0.5578947368421052,78x64x61,Morgan-Miller,13,0.774,1,False,False,True,False,False,False,True,False,False,False,False,False
P770069,SKU-32537,Rest Books,0.945650424388098,0.9953480022567575,10%,Argue begin weight prevent happen test dream heart person point enter explain.,0.894736842105263,72x31x98,"Wilson, Wilkinson and Thomas",13,0.062,1,False,False,False,True,False,False,False,False,True,False,False,False
P126016,SKU-98164,Any Home,0.39757814428122285,0.6218700312868647,39%,Technology style thus born individual decade treat address perhaps use down.,0.9157894736842105,62x89x35,Hines Ltd,6,0.42,0,False,False,True,False,False,False,False,False,False,True,False,False
P214572,SKU-32368,Write Electronics,0.7295075810414947,0.7930553418474637,13%,Enjoy run significant it air join miss administration nor country.,0.3368421052631579,38x25x88,"Smith, Lynch and Hodge",16,0.5760000000000001,1,True,False,False,False,False,False,False,False,False,False,False,True
P142022,SKU-36124,Score Books,0.21275203073192195,0.4109811765912704,50%,At weight cause pretty figure wait guess share read political star after whether suddenly.,0.6947368421052631,89x31x68,"Harper, Benjamin and Hubbard",15,0.58,1,False,False,False,False,True,True,False,False,False,False,False,False
P329276,SKU-36910,Thus Sports,0.47766463146373656,0.6577422167512951,31%,Tv how quite wrong camera win wife huge that six medical bring traditional company half.,0.2210526315789474,17x54x10,Beltran-Zavala,20,0.232,0,False,True,False,False,False,False,False,False,True,False,False,False
P266462,SKU-92817,Decade Books,0.8174809266790426,0.84947940708827,9%,Economic trouble build least result call section system into training task loss job full cold first part treatment.,0.5263157894736843,91x37x67,"Parrish, Arroyo and Coleman",16,0.21,0,False,False,False,True,False,False,False,False,False,True,False,False
P378237,SKU-53513,Thought Sports,0.4413421608919125,0.5203518490024106,20%,Attack after key page her single star choose marriage determine possible knowledge general.,0.2210526315789474,93x53x63,"Harvey, Miller and Nunez",20,0.03,0,False,False,False,True,False,False,False,False,True,False,False,False
P896508,SKU-61696,Born Sports,0.27901773738370905,0.3056675385956814,15%,Production return technology trouble blood of somebody hope remember she carry important plan evening.,0.6210526315789473,73x67x36,Malone LLC,15,0.184,1,False,False,False,True,False,False,False,False,False,False,True,False
P547842,SKU-75966,Piece Home,0.3243537604755722,0.5993434887418577,48%,Series organization world high middle hit street computer maintain send thank yet stay issue after with common teach art.,0.07368421052631577,89x83x12,Yates-Martinez,14,0.976,1,False,False,False,True,False,False,False,False,True,False,False,False
P367011,SKU-81560,Well Home,0.09652549011191829,0.15602913268708007,41%,Left improve treatment test fall for task national wear good yet network whatever.,0.2526315789473684,44x22x65,Gordon Group,8,0.866,0,True,False,False,False,False,False,False,False,True,False,False,False
P75035,SKU-97777,Scientist Home,0.37779661562563716,0.5115915269015746,30%,Trial as hospital plant task under focus only exist network whatever seven so student film group in their become.,0.11578947368421053,27x51x51,"Williams, Allen and Henderson",9,0.618,1,False,False,True,False,False,False,False,False,False,False,True,False
P664457,SKU-77787,Behavior Fashion,0.6292908265642271,0.8188490537005693,27%,But treatment sound develop model film east that difference father group total house resource shoulder measure.,0.21052631578947367,61x92x82,Parker and Sons,15,0.17200000000000001,1,False,False,False,True,False,True,False,False,False,False,False,False
P431509,SKU-51902,Forget Electronics,0.40702091358793047,0.7089398368979843,45%,Each name common enough lay likely whether pick everything.,0.47368421052631576,64x17x62,Smith-Young,17,0.6,0,False,False,False,True,False,False,True,False,False,False,False,False
P383530,SKU-76852,Idea Fashion,0.30141748843797284,0.4200184643791352,32%,Lead according hotel own dark follow fact hold approach successful.,0.6000000000000001,91x98x70,"Thompson, Knight and Fowler",23,0.008,1,False,False,False,False,True,False,False,False,False,False,False,True
P80100,SKU-87457,Often Sports,0.2957518268539483,0.3373031748474124,18%,Understand million poor administration buy score son network research put court cut else career design.,0.8105263157894735,20x100x25,Barker-Wyatt,21,0.714,1,False,True,False,False,False,False,False,False,True,False,False,False
P868819,SKU-66254,Southern Sports,0.8169819621645404,0.8121249422988153,5%,Energy people husband blue day he they large last.,0.3368421052631579,19x78x83,Gomez Group,15,0.338,0,False,True,False,False,False,False,False,True,False,False,False,False
P792450,SKU-13129,Suddenly Books,0.36942688828560083,0.5237062112119812,33%,Him meet staff make bag talk north wrong film see herself improve drop tonight space place including southern medical hear.,0.5263157894736843,61x90x88,"Mason, Patrick and Mejia",8,0.166,0,False,True,False,False,False,False,False,False,False,False,False,True
P933459,SKU-32785,Team Sports,0.42701168542701706,0.531071446889265,24%,Seven listen baby notice eight individual activity place since both.,0.631578947368421,66x95x34,Becker Group,15,0.47200000000000003,0,False,False,True,False,False,False,False,True,False,False,False,False
P849498,SKU-3497,Senior Home,0.42806863176418836,0.6932297276504077,41%,Attorney score onto financial stock environmental cold very power.,0.10526315789473684,26x89x60,Beltran-Ryan,18,0.682,1,False,True,False,False,False,False,True,False,False,False,False,False
P675319,SKU-99679,American Fashion,0.48304057171675985,0.8410729855875262,45%,Different guy manage daughter positive all available as grow degree others hour stop.,0.46315789473684216,86x45x64,Garcia-Perry,15,0.22,0,False,False,False,True,False,False,False,False,False,True,False,False
P706287,SKU-76299,Newspaper Books,0.37386391681778675,0.5139252192645022,31%,Company avoid special study beyond in day magazine red big customer interest why make next debate commercial defense Mrs teacher.,0.631578947368421,60x82x59,"Santiago, Baldwin and Pierce",23,0.218,1,False,False,False,True,False,True,False,False,False,False,False,False
P737652,SKU-73254,Wide Fashion,0.5102690116210445,0.8563214853567215,43%,Answer court common style interest deep it its summer great which maybe political.,0.16842105263157894,39x86x77,Mcneil-Allen,22,0.462,0,False,False,True,False,False,False,False,False,False,False,False,True
P783560,SKU-13960,Process Books,0.3611859259815651,0.42456788223829306,20%,Because first everything they future word whatever relationship well military blue kind.,0.5263157894736843,21x82x13,"Myers, Mcmahon and Russell",8,0.864,0,False,True,False,False,False,False,False,False,True,False,False,False
P442691,SKU-81023,Final Electronics,0.25795392357795116,0.268148945991691,11%,White country everybody identify ask child consider later sea health simple common population drop go career drug.,0.9263157894736842,16x52x38,Martinez LLC,22,0.358,1,False,False,False,False,True,False,False,False,False,True,False,False
P153477,SKU-69907,Painting Sports,0.6882813086819827,0.826086064522747,21%,Challenge door test religious me when campaign church available put draw success.,0.10526315789473684,39x81x75,Dalton PLC,10,0.756,1,False,False,False,False,True,False,True,False,False,False,False,False
P788062,SKU-47196,Enough Books,0.28913115791958627,0.557003641585885,50%,List child exactly go eat focus stop structure spend audience big get what necessary whose event miss develop war.,0.9368421052631579,91x12x45,"Silva, Martinez and Brennan",9,0.302,1,False,False,False,True,False,False,False,False,True,False,False,False
P923001,SKU-42964,Involve Fashion,0.28132477761205243,0.36857465251064264,28%,Hand college can cup peace do over name force important with.,0.23157894736842105,53x53x51,"Hicks, Estrada and Powell",7,0.432,0,True,False,False,False,False,False,False,False,False,False,False,True
P91573,SKU-60656,Seven Books,0.5096681081197086,0.5650715494691491,15%,Force commercial leader perhaps radio blue staff election democratic machine.,0.4947368421052632,33x42x35,King and Sons,23,0.308,0,False,False,True,False,False,True,False,False,False,False,False,False
P284680,SKU-83688,Beat Home,0.36217848980073614,0.4373339488126378,22%,Maintain lawyer cause drug two address help see day.,0.9578947368421051,19x96x59,Lowe-Brown,17,0.266,0,False,True,False,False,False,False,False,True,False,False,False,False
P955363,SKU-95308,Learn Home,0.03108602577446804,0.04751500230804738,39%,High different minute draw lawyer number employee even billion million assume side beat season.,0.1263157894736842,68x98x26,Bowers-Robinson,13,0.41400000000000003,0,False,True,False,False,False,False,False,True,False,False,False,False
P48034,SKU-6019,Serious Sports,0.8277982251885871,0.9575729599425552,18%,Responsibility certain whom network player leg final pretty between staff process place thing summer sound pressure most series force argue material.,0.9052631578947368,44x20x40,Thompson and Sons,13,0.266,1,False,False,True,False,False,False,True,False,False,False,False,False
P379648,SKU-91360,Place Home,0.13303574302790983,0.12875827050315433,8%,Personal court push down back police test cup heart within others idea.,0.09473684210526315,18x85x80,"Mendoza, Jones and Browning",17,0.858,1,False,False,True,False,False,False,False,False,False,True,False,False
P440153,SKU-38524,List Home,0.47517517410105914,0.6642919423501051,32%,Southern its add wear develop food include seat major writer help note better body oil piece assume better little clearly federal.,0.3578947368421052,78x11x40,"Golden, Cooper and Evans",8,0.39,1,False,False,False,True,False,False,True,False,False,False,False,False
P711736,SKU-33707,Rest Electronics,0.17771721052010342,0.21749499923065088,24%,Family traditional last name I career forward suddenly great church book upon he bring risk fear also keep or.,0.5789473684210527,20x85x52,David-Walsh,13,0.9,0,False,False,False,False,True,False,False,True,False,False,False,False
P664860,SKU-7230,Join Sports,0.44370285321858943,0.7726983638508488,45%,Reason about name various let think soon certain walk clear lead course stage.,0.8526315789473684,55x11x88,"Chen, Barrett and Larson",20,0.428,0,True,False,False,False,False,False,False,False,False,False,False,True
P432240,SKU-97785,Kid Fashion,0.35061109740001933,0.5779555829101912,42%,Throw guess policy high red travel man painting reason like spend.,0.736842105263158,14x77x16,"Jackson, Davis and Mcdaniel",8,0.896,0,False,False,False,False,True,False,False,False,False,False,False,True
P593418,SKU-16912,Cost Electronics,0.06235983389310355,0.10285684977175975,42%,Rather those although friend ten really six middle sort expert over mission woman itself local brother employee can number.,0.39999999999999997,14x75x30,"Evans, Case and Reynolds",7,0.646,0,False,False,False,True,False,False,False,False,True,False,False,False
P237324,SKU-28500,Mention Books,0.22886912107132512,0.3395137713494384,36%,Nature effort save lot organization production hotel anything thing increase seek western.,0.431578947368421,50x85x83,Edwards-Hughes,20,0.326,0,False,False,True,False,False,False,False,False,False,False,True,False
